-1.238790 0.388167
-5.671349 1.704675
-0.992342 0.586898
-2.238910 1.923226
-4.819838 -0.788924
5.494674 0.331653
2.302525 -1.844844
-2.634672 2.892793
-4.761288 -0.521065
4.903146 -2.063859
-0.101122 -4.466374
2.332802 -0.858207
-5.400558 0.358964
1.965536 0.148891
5.335137 0.865550
5.130103 -1.522341
3.009745 2.259980
4.599673 1.236722
3.011309 -1.511017
1.961298 1.216957
-0.601054 0.783896
4.840554 0.736795
-2.080261 0.270581
4.631305 -1.427302
4.902422 1.233601
5.191145 1.968182
-5.207998 2.554631
4.320335 0.388311
0.633864 3.420309
-4.509920 -2.208163
0.674883 -3.635448
-2.972091 2.438259
-3.121827 -0.062303
-5.159734 -0.136549
1.275954 0.688514
0.956943 -1.198588
0.611379 2.453344
2.030795 -2.350804
-5.203982 -1.299158
0.296044 4.248080
2.820791 2.721780
5.402113 0.566532
4.987276 1.415662
-1.319907 -0.140093
-4.379050 0.056622
-0.481437 0.463468
-0.116958 0.991103
-5.813601 0.934814
-5.353089 -0.798063
0.896538 1.280762
-2.573085 0.868333
3.060986 1.980572
4.373753 -1.773190
2.049465 -0.491261
-1.414767 -0.891886
1.463032 -0.697527
5.685625 1.778009
-3.617161 -0.732990
0.332576 3.021611
0.869862 2.331425
0.228140 2.708839
0.826296 -0.342901
2.260959 0.694944
-4.068343 -0.331200
-3.684447 -0.004158
0.190284 -0.228590
-4.167940 1.218062
0.528121 1.541373
-3.335410 0.193518
-4.815079 1.513043
2.442204 1.102408
-2.883619 -2.429307
3.559064 -0.538538
4.815701 0.415594
5.696885 1.366044
5.926956 0.460708
0.317111 -3.645721
-5.635204 -1.334569
4.348155 1.926777
3.002069 -0.430247
-5.316847 0.085162
0.133698 0.409518
-5.612123 2.093873
-0.419982 4.475490
-5.022313 -0.713812
-4.691775 1.337868
4.150218 -0.712312
-0.496994 -3.866581
-0.571142 -0.499133
-0.263130 -0.259961
2.533469 2.318004
4.911519 -0.991263
0.403840 -1.855330
4.929274 -1.334434
-0.796892 0.122927
-5.672554 0.220512
0.702199 1.902279
-0.565758 1.283090
0.921071 -1.885558
5.042478 -2.720997
-4.950213 -2.726903
1.285130 -0.864136
2.422518 -2.596444
0.890629 -1.510124
-5.316427 -2.711863
0.228192 -3.252799
-0.579202 -1.245652
2.024793 -0.231177
-5.842364 -1.469939
-0.095138 2.300912
-0.376460 -0.425951
3.099339 -1.800472
-4.502130 -1.874986
0.054230 1.738490
2.069638 1.868082
-0.186859 3.593178
-2.710563 0.605300
2.060757 -1.475704
2.967850 -2.103972
3.285591 -0.722627
-2.296297 2.332451
-4.289780 -1.229174
2.535774 0.538846
2.472622 -0.219687
-0.825819 -0.957981
1.658625 0.971273
5.343701 -0.744386
-1.558150 0.306974
-0.070605 -3.678389
0.095060 -2.384505
0.334848 2.400775
-4.200822 0.510872
4.322844 0.589038
2.746211 0.166888
2.483475 2.805295
3.007492 1.132112
4.756999 -2.606843
0.517997 -2.132884
-4.339744 -2.098555
3.937624 -0.736518
-1.851614 1.749716
-3.342215 -0.327542
-2.222812 1.268556
4.528326 -0.523110
0.056407 -0.019444
5.386035 1.243367
4.334540 -0.601692
-1.224112 0.057420
3.534940 0.070799
3.334182 -0.935171
1.635674 -1.249090
4.289814 1.195867
-0.804738 -1.424888
-2.036677 1.973689
-2.456534 0.441214
-2.652109 1.088312
2.189445 -2.717943
-5.834790 -0.832760
2.601250 1.993076
2.261968 -2.466040
0.170101 3.753327
-3.792559 -0.371609
3.603987 -0.733608
0.115360 -2.030529
4.315812 1.715984
5.379590 1.450856
-0.863550 0.992698
2.442232 1.684562
0.308033 -4.715092
1.730784 -1.493435
-3.249540 -0.661166
5.753800 -1.356219
3.292922 0.527676
0.676883 -1.236368
-0.061883 0.285335
4.631976 0.276188
-5.690958 -2.088461
0.042114 4.659331
-4.687405 1.730411
-0.000812 2.770982
-2.516424 -2.831085
1.821471 -0.973431
-2.147684 0.579120
-0.311925 -1.508326
5.247025 -0.104350
0.475789 3.952604
-0.640379 3.770344
-1.367952 0.715421
0.309624 -4.239761
0.334162 -1.605833
-2.259565 1.687966
-0.366252 -2.892355
-5.502299 -1.781712
2.044200 -0.695282
